-20.5-13.5i
7.5+21.5i
1.5-23.5i
-18.5+17.5i
21.5-4.5i
-23.5-9.5i
15.5+18.5i
-1.5-27.5i
-10.5+21.5i
22.5-16.5i
-25.5-0.5i
20.5+13.5i
-11.5-21.5i
-3.5+24.5i
13.5-17.5i
-23.5+6.5i
21.5+6.5i
-17.5-18.5i
2.5+24.5i
7.5-21.5i
-21.5+13.5i
23.5-0.5i
-20.5-14.5i
10.5+19.5i
2.5-26.5i
-15.5+16.5i
23.5-9.5i
-21.5-7.5i
16.5+15.5i
-2.5-26.5i
-7.5+19.5i
20.5-14.5i
-24.5-1.5i
20.5+13.5i
-11.5-21.5i
-3.5+24.5i
14.5-17.5i
-24.5+6.5i
22.5+7.5i
-19.5-18.5i
4.5+23.5i
7.5-23.5i
-19.5+12.5i
25.5-2.5i
-21.5-13.5i
13.5+18.5i
2.5-26.5i
-12.5+16.5i
22.5-8.5i
-22.5-6.5i
17.5+17.5i
-4.5-24.5i
-9.5+23.5i
17.5-15.5i
-25.5+2.5i
19.5+12.5i
-14.5-20.5i
-2.5+23.5i
13.5-19.5i
-22.5+6.5i
24.5+3.5i
-17.5-19.5i
6.5+21.5i
8.5-24.5i
-18.5+14.5i
25.5-4.5i
-20.5-11.5i
13.5+19.5i
0.5-24.5i
-14.5+19.5i
20.5-8.5i
-25.5-4.5i
16.5+18.5i
-8.5-23.5i
-7.5+23.5i
16.5-16.5i
-24.5+2.5i
20.5+10.5i
-14.5-21.5i
-0.5+22.5i
13.5-21.5i
-20.5+6.5i
24.5+2.5i
-17.5-19.5i
7.5+22.5i
7.5-25.5i
-17.5+15.5i
24.5-3.5i
-22.5-10.5i
13.5+20.5i
-2.5-25.5i
-13.5+20.5i
19.5-9.5i
-24.5-2.5i
17.5+16.5i
-8.5-22.5i
-7.5+22.5i
16.5-16.5i
-24.5+1.5i
22.5+8.5i
-13.5-22.5i
2.5+23.5i
13.5-22.5i
-20.5+8.5i
25.5+1.5i
-18.5-16.5i
7.5+21.5i
5.5-22.5i
-18.5+16.5i
23.5-2.5i
-24.5-10.5i
14.5+21.5i
-3.5-25.5i
-12.5+20.5i
20.5-12.5i
-24.5-3.5i
20.5+13.5i
-7.5-23.5i
-3.5+20.5i
18.5-19.5i
-22.5+1.5i
24.5+7.5i
-14.5-19.5i
2.5+23.5i
11.5-20.5i
-21.5+11.5i
24.5+2.5i
-21.5-15.5i
8.5+23.5i
1.5-23.5i
-17.5+17.5i
21.5-6.5i
-23.5-8.5i
16.5+18.5i
-2.5-26.5i
-9.5+19.5i
20.5-13.5i
-24.5-3.5i
21.5+12.5i
-9.5-23.5i
-1.5+21.5i
16.5-18.5i
-22.5+4.5i
22.5+7.5i
-16.5-18.5i
1.5+24.5i
9.5-20.5i
-21.5+13.5i
23.5+1.5i
-21.5-14.5i
8.5+23.5i
2.5-25.5i
-16.5+16.5i
23.5-7.5i
-22.5-8.5i
17.5+16.5i
-1.5-26.5i
-8.5+18.5i
20.5-14.5i
-23.5-1.5i
20.5+13.5i
-11.5-22.5i
-3.5+24.5i
14.5-18.5i
-23.5+6.5i
22.5+6.5i
-19.5-18.5i
3.5+23.5i
6.5-21.5i
-20.5+12.5i
24.5-1.5i
-20.5-15.5i
13.5+19.5i
2.5-26.5i
-14.5+16.5i
24.5-8.5i
-22.5-6.5i
18.5+15.5i
-4.5-24.5i
-8.5+20.5i
19.5-13.5i
-27.5+0.5i
21.5+13.5i
-14.5-21.5i
-1.5+25.5i
12.5-20.5i
-21.5+7.5i
22.5+2.5i
-17.5-19.5i
5.5+21.5i
7.5-23.5i
-18.5+12.5i
25.5-2.5i
-20.5-14.5i
13.5+18.5i
1.5-26.5i
-13.5+18.5i
21.5-8.5i
-24.5-4.5i
16.5+16.5i
-6.5-22.5i
-8.5+22.5i
16.5-14.5i
-25.5+1.5i
19.5+12.5i
-13.5-20.5i
-2.5+24.5i
12.5-18.5i
-23.5+6.5i
22.5+4.5i
-18.5-19.5i
5.5+23.5i
8.5-25.5i
-17.5+13.5i
25.5-4.5i
-20.5-12.5i
14.5+19.5i
0.5-25.5i
-14.5+19.5i
20.5-8.5i
-25.5-3.5i
16.5+17.5i
-7.5-22.5i
-8.5+22.5i
17.5-15.5i
-25.5+2.5i
20.5+10.5i
-14.5-21.5i
-0.5+23.5i
13.5-21.5i
-20.5+7.5i
25.5+1.5i
-17.5-18.5i
7.5+20.5i
6.5-23.5i
-16.5+14.5i
23.5-3.5i
-19.5-11.5i
12.5+19.5i
1.5-24.5i
-15.5+19.5i
21.5-8.5i
-27.5-3.5i
18.5+17.5i
-9.5-24.5i
-5.5+22.5i
17.5-19.5i
-22.5+2.5i
22.5+6.5i
-13.5-21.5i
1.5+22.5i
13.5-21.5i
-20.5+7.5i
25.5+1.5i
-18.5-17.5i
7.5+22.5i
5.5-23.5i
-19.5+18.5i
22.5-3.5i
-24.5-8.5i
14.5+19.5i
-3.5-25.5i
-11.5+19.5i
20.5-12.5i
-24.5-4.5i
21.5+13.5i
-9.5-24.5i
-2.5+21.5i
16.5-18.5i
-20.5+3.5i
22.5+6.5i
-13.5-20.5i
2.5+21.5i
12.5-20.5i
-19.5+8.5i
24.5+1.5i
-17.5-17.5i
7.5+22.5i
5.5-23.5i
-19.5+17.5i
22.5-3.5i
-24.5-9.5i
14.5+20.5i
-3.5-25.5i
-12.5+20.5i
20.5-13.5i
-24.5-3.5i
20.5+13.5i
-8.5-24.5i
-3.5+21.5i
18.5-19.5i
-22.5+3.5i
22.5+6.5i
-15.5-20.5i
1.5+25.5i
9.5-21.5i
-22.5+12.5i
24.5+1.5i
-22.5-14.5i
9.5+22.5i
1.5-25.5i
-16.5+16.5i
23.5-8.5i
-22.5-7.5i
17.5+16.5i
-2.5-25.5i
-9.5+18.5i
22.5-14.5i
-24.5-1.5i
20.5+13.5i
-11.5-22.5i
-4.5+25.5i
14.5-18.5i
-24.5+7.5i
22.5+6.5i
-19.5-18.5i
4.5+22.5i
7.5-23.5i
-18.5+12.5i
24.5-2.5i
-19.5-14.5i
12.5+19.5i
2.5-26.5i
-14.5+17.5i
23.5-9.5i
-22.5-6.5i
17.5+16.5i
-4.5-23.5i
-8.5+20.5i
18.5-14.5i
-26.5+0.5i
19.5+12.5i
-13.5-20.5i
-2.5+24.5i
13.5-18.5i
-22.5+7.5i
20.5+6.5i
-17.5-17.5i
1.5+24.5i
8.5-22.5i
-20.5+13.5i
26.5-3.5i
-20.5-14.5i
13.5+19.5i
1.5-26.5i
-12.5+18.5i
21.5-8.5i
-23.5-4.5i
16.5+17.5i
-5.5-23.5i
-9.5+22.5i
18.5-15.5i
-26.5+2.5i
20.5+11.5i
-14.5-20.5i
-1.5+23.5i
13.5-20.5i
-21.5+6.5i
24.5+2.5i
-17.5-19.5i
7.5+21.5i
7.5-24.5i
-17.5+14.5i
24.5-3.5i
-20.5-11.5i
13.5+20.5i
-0.5-24.5i
-13.5+19.5i
19.5-7.5i
-25.5-4.5i
16.5+18.5i
-8.5-24.5i
-7.5+23.5i
16.5-16.5i
-24.5+1.5i
22.5+8.5i
-13.5-22.5i
2.5+23.5i
12.5-22.5i
-19.5+7.5i
24.5+1.5i
-17.5-17.5i
7.5+22.5i
5.5-23.5i
-18.5+16.5i
22.5-3.5i
-23.5-9.5i
13.5+21.5i
-2.5-25.5i
-13.5+21.5i
19.5-11.5i
-25.5-3.5i
19.5+13.5i
-7.5-24.5i
-3.5+21.5i
17.5-19.5i
-22.5+2.5i
22.5+6.5i
-14.5-20.5i
2.5+22.5i
12.5-20.5i
-19.5+8.5i
25.5+2.5i
-18.5-17.5i
7.5+23.5i
4.5-24.5i
-19.5+18.5i
22.5-4.5i
-25.5-8.5i
15.5+18.5i
-3.5-25.5i
-11.5+18.5i
20.5-12.5i
-24.5-4.5i
20.5+13.5i
-8.5-24.5i
-2.5+21.5i
17.5-19.5i
-21.5+2.5i
23.5+7.5i
-13.5-20.5i
2.5+22.5i
11.5-20.5i
-20.5+10.5i
24.5+1.5i
-20.5-15.5i
7.5+22.5i
2.5-24.5i
-18.5+18.5i
21.5-4.5i
-24.5-8.5i
14.5+18.5i
-2.5-26.5i
-10.5+18.5i
20.5-13.5i
-24.5-4.5i
21.5+13.5i
-9.5-24.5i
-2.5+22.5i
17.5-18.5i
-24.5+5.5i
22.5+7.5i
-18.5-18.5i
3.5+25.5i
7.5-21.5i
-21.5+13.5i
23.5-1.5i
-20.5-14.5i
9.5+20.5i
3.5-26.5i
-14.5+17.5i
23.5-8.5i
-22.5-7.5i
18.5+16.5i
-3.5-25.5i
-7.5+21.5i
18.5-13.5i
-25.5+0.5i
19.5+12.5i
-12.5-21.5i
-2.5+24.5i
13.5-17.5i
-23.5+7.5i
21.5+6.5i
-18.5-18.5i
3.5+24.5i
7.5-24.5i
-18.5+13.5i
25.5-3.5i
-20.5-14.5i
13.5+19.5i
1.5-26.5i
-13.5+18.5i
21.5-8.5i
-22.5-6.5i
17.5+18.5i
-5.5-24.5i
-8.5+23.5i
18.5-14.5i
-26.5+2.5i
20.5+12.5i
-15.5-20.5i
-1.5+23.5i
13.5-19.5i
-22.5+6.5i
23.5+3.5i
-17.5-19.5i
7.5+21.5i
7.5-24.5i
-17.5+13.5i
25.5-3.5i
-20.5-12.5i
13.5+19.5i
0.5-25.5i
-14.5+19.5i
20.5-8.5i
-25.5-4.5i
16.5+17.5i
-7.5-23.5i
-8.5+23.5i
16.5-16.5i
-25.5+2.5i
19.5+10.5i
-14.5-21.5i
-0.5+22.5i
13.5-21.5i
-20.5+7.5i
24.5+1.5i
-17.5-19.5i
7.5+21.5i
6.5-24.5i
-17.5+13.5i
25.5-3.5i
-21.5-10.5i
13.5+20.5i
-0.5-24.5i
-15.5+19.5i
20.5-8.5i
-26.5-3.5i
17.5+17.5i
-8.5-22.5i
-7.5+22.5i
16.5-15.5i
-25.5+1.5i
21.5+9.5i
-14.5-22.5i
2.5+23.5i
13.5-22.5i
-20.5+7.5i
25.5+0.5i
-17.5-17.5i
7.5+21.5i
5.5-23.5i
-17.5+14.5i
24.5-1.5i
-24.5-10.5i
14.5+21.5i
-3.5-26.5i
-11.5+20.5i
19.5-13.5i
-24.5-3.5i
19.5+12.5i
